,course_class_id,course_id,class_id,course_name,grade,credits,course_classification,time_classroom,professor,assessment_method,notes,department
883,ECE2266-002,ECE2266,2,C++프로그래밍,2,3.0,전공필수,[     0 122880      0 122880      0      0      0],류재환,절대평가, ,전자공학과-전자공학
884,ECE3314-001,ECE3314,1,데이터구조,3,3.0,전공선택,[    0     0 64512     0 64512     0     0],울라샨,절대평가,"English,선수",기타-원어강의
885,ECE3314-002,ECE3314,2,데이터구조,3,3.0,전공선택,[1008    0    0    0    0    0    0],울라샨,상대평가,선수,전자공학과-전자공학
886,ECE3320-001,ECE3320,1,신호및시스템,3,3.0,전공필수,[  0 112   0 112   0   0   0],정재학,상대평가,선수,전자공학과-전자공학
887,ECE3320-002,ECE3320,2,신호및시스템,3,3.0,전공필수,[  0 112   0 112   0   0   0],송병철,상대평가,선수,전자공학과-전자공학
888,ECE3320-003,ECE3320,3,신호및시스템,3,3.0,전공필수,[  0 112   0 112   0   0   0],이보원,절대평가,"영어,English,선수",기타-원어강의
889,ECE3349-001,ECE3349,1,반도체소자 1,3,3.0,전공선택,[516096      0 516096      0      0      0      0],장성필,상대평가, ,전자공학과-전자공학
890,ECE3349-002,ECE3349,2,반도체소자 1,3,3.0,전공선택,[516096      0 516096      0      0      0      0],고일석,상대평가, ,전자공학과-전자공학
891,ECE3349-003,ECE3349,3,반도체소자 1,3,3.0,전공선택,[       0        0 16515072        0        0        0        0],장성필,상대평가, ,전자공학과-전자공학
892,ECE3361-001,ECE3361,1,전자회로 2,3,3.0,전공선택,[   0 8064    0 8064    0    0    0],윤광섭,상대평가,선수,전자공학과-전자공학
893,ECE3361-002,ECE3361,2,전자회로 2,3,3.0,전공선택,[     0    896      0 458752      0      0      0],윤광섭,상대평가,선수,전자공학과-전자공학
894,ECE3361-003,ECE3361,3,전자회로 2,3,3.0,전공선택,[   0 8064    0 8064    0    0    0],박인호,상대평가,선수,전자공학과-전자공학
895,ECE3364-001,ECE3364,1,파이썬프로그래밍,3,3.0,전공선택,[      0 1966080       0       0    7680       0       0],허혜선,절대평가, ,전자공학과-전자공학
896,ECE3408-001,ECE3408,1,컴퓨터네트워크,3,3.0,전공선택,[8064    0    0 8064    0    0    0],김영진,상대평가, ,전자공학과-전자공학
897,ECE3419-001,ECE3419,1,마이크로웨이브공학,전체,3.0,전공선택,[  0   0 992 992   0   0   0],고일석,상대평가, ,전자공학과-전자공학
898,ECE4326-001,ECE4326,1,영상시스템설계,4,4.0,전공선택,[464896      0      0 464896 464896      0      0],송병철,상대평가, ,전자공학과-전자공학
899,ECE4343-001,ECE4343,1,아날로그회로설계,4,4.0,전공선택,[     0 984960      0      0 984960      0      0],박인호,상대평가, ,전자공학과-전자공학
900,ECE4343-002,ECE4343,2,아날로그회로설계,4,4.0,전공선택,[     0 122880      0  15360      0      0      0],"윤광섭,박인호",상대평가, ,전자공학과-전자공학
901,ECE4416-001,ECE4416,1,의공학설계,4,3.0,전공선택,[  0 112 112   0   0   0   0],이상민,상대평가, ,전자공학과-전자공학
902,ECE4417-001,ECE4417,1,오디오신호처리,4,3.0,전공선택,[ 0 14  0 14  0  0  0],이보원,절대평가,"영어,English",전자공학과-전자공학
903,ECE4417-002,ECE4417,2,오디오신호처리,4,3.0,전공선택,[ 0 14  0 14  0  0  0],이보원,상대평가, ,전자공학과-전자공학
904,ECE4418-001,ECE4418,1,디지털통신,4,3.0,전공선택,[   0 7168    0 7168    0    0    0],정재학,상대평가, ,전자공학과-전자공학
905,ECE4418-002,ECE4418,2,디지털통신,4,3.0,전공선택,[    0     0 64512     0     0     0     0],정재학,상대평가, ,전자공학과-전자공학
906,ECE4421-001,ECE4421,1,제어시스템설계,4,3.0,전공선택,[     0 459648 459648      0      0      0      0],이호재,상대평가,선수,전자공학과-전자공학
907,ECE4421-002,ECE4421,2,제어시스템설계,4,3.0,전공선택,[     0 459648 459648      0      0      0      0],이호재,상대평가,선수,전자공학과-전자공학
908,ECE4423-001,ECE4423,1,전자디스플레이,4,3.0,전공선택,[112   0   0 112   0   0   0],박우상,상대평가, ,전자공학과-전자공학
909,ECE4461-001,ECE4461,1,집적회로공정,4,3.0,전공선택,[  0   0   0   0 126   0   0],김봉석,상대평가,선수,전자공학과-전자공학
910,ECE4461-002,ECE4461,2,집적회로공정,4,3.0,전공선택,[  0   0 126   0   0   0   0],김봉석,상대평가,선수,전자공학과-전자공학
911,ECE4466-001,ECE4466,1,VLSI설계및프로젝트실습,4,4.0,전공선택,[    0 57344  7680 57344     0     0     0],강진구,절대평가, ,전자공학과-전자공학
912,ECE4471-001,ECE4471,1,시스템소프트웨어설계,4,3.0,전공선택,[     0      0      0      0 516096      0      0],메히디,절대평가,English,기타-원어강의
913,ECE4480-001,ECE4480,1,전자공학종합설계,4,2.0,전공필수,[7864320       0       0       0       0       0       0],이호재,절대평가, ,전자공학과-전자공학
914,ECE4480-002,ECE4480,2,전자공학종합설계,4,2.0,전공필수,[7864320       0       0       0       0       0       0],강지훈,절대평가, ,전자공학과-전자공학
